CaseMasterID,CrimeNo,CaseNo,CrimeRegisteredDate,IncidentFromDate,PoliceStationID,CaseStatusID,CrimeMajorHeadID,CrimeMinorHeadID,latitude,longitude,BriefFacts,mo_tags
1243,100090043202500029,202500029,2025-01-28,2025-01-28 21:39:00,43,2,2,203,15.165761,76.90742,"Regular crime incident report. Crime type: Robbery. MO tags matching 'cash_transit,snatching,masked_suspects'. Location details archived.","cash_transit,snatching,masked_suspects"
1244,100060027202500027,202500027,2025-08-16,2025-08-16 14:19:00,27,3,2,201,17.275158,76.842643,"Regular crime incident report. Crime type: Burglary. MO tags matching 'night_entry,cctv_sprayed,broken_lock'. Location details archived.","night_entry,cctv_sprayed,broken_lock"
1245,100030014202500023,202500023,2025-01-10,2025-01-10 00:37:00,14,1,3,301,12.894582,74.904066,"Regular crime incident report. Crime type: Phishing. MO tags matching 'fake_bank,phishing_link,email_spoofing'. Location details archived.","fake_bank,phishing_link,email_spoofing"
1246,100070034202500031,202500031,2025-12-09,2025-12-09 19:25:00,34,2,2,201,14.476322,75.954841,"Regular crime incident report. Crime type: Burglary. MO tags matching 'cctv_sprayed,window_forced,broken_lock'. Location details archived.","cctv_sprayed,window_forced,broken_lock"
1247,100090045202500026,202500026,2025-11-09,2025-11-09 15:59:00,45,1,4,402,15.139363,76.901079,"Regular crime incident report. Crime type: Drug Peddling. MO tags matching 'dealership,synthetic_drugs,network_ring'. Location details archived.","dealership,synthetic_drugs,network_ring"
1248,100090044202500025,202500025,2025-09-24,2025-09-24 10:40:00,44,3,1,102,15.187809,76.945513,"Regular crime incident report. Crime type: Kidnapping. MO tags matching 'vehicle_used,ransom_demand,minor_victim'. Location details archived.","vehicle_used,ransom_demand,minor_victim"
1249,100060026202500024,202500024,2025-09-24,2025-09-24 22:28:00,26,3,3,301,17.307695,76.776892,"Regular crime incident report. Crime type: Phishing. MO tags matching 'fake_bank,email_spoofing,phishing_link'. Location details archived.","fake_bank,email_spoofing,phishing_link"
1250,100070035202500021,202500021,2025-07-11,2025-07-11 00:53:00,35,1,2,202,14.498406,75.961993,"Regular crime incident report. Crime type: Theft. MO tags matching 'shoplifting,pickpocketing,vehicle_theft'. Location details archived.","shoplifting,pickpocketing,vehicle_theft"
1251,100010001202500044,202500044,2025-01-07,2025-01-07 04:02:00,1,3,3,303,12.928576,77.629417,"Regular crime incident report. Crime type: Crypto Scam. MO tags matching 'crypto_scam,fake_exchange,investment_fraud'. Location details archived.","crypto_scam,fake_exchange,investment_fraud"
1252,100080037202500029,202500029,2025-03-02,2025-03-02 17:30:00,37,3,3,301,13.953775,75.5247,"Regular crime incident report. Crime type: Phishing. MO tags matching 'email_spoofing,fake_bank,phishing_link'. Location details archived.","email_spoofing,fake_bank,phishing_link"
1253,100030015202500025,202500025,2025-06-22,2025-06-22 19:18:00,15,2,4,401,12.966941,74.909274,"Regular crime incident report. Crime type: Narcotics Possession. MO tags matching 'college_area,personal_use,possession'. Location details archived.","college_area,personal_use,possession"
1254,100080036202500024,202500024,2025-06-27,2025-06-27 23:24:00,36,2,2,201,13.887932,75.525064,"Regular crime incident report. Crime type: Burglary. MO tags matching 'broken_lock,residential,night_entry'. Location details archived.","broken_lock,residential,night_entry"
1255,100070035202500022,202500022,2025-02-23,2025-02-23 23:01:00,35,1,3,303,14.427194,75.961968,"Regular crime incident report. Crime type: Crypto Scam. MO tags matching 'fake_exchange,crypto_scam,rug_pull'. Location details archived.","fake_exchange,crypto_scam,rug_pull"
1256,100050023202500031,202500031,2025-05-02,2025-05-02 22:59:00,23,1,4,402,15.834207,74.49794,"Regular crime incident report. Crime type: Drug Peddling. MO tags matching 'network_ring,bulk_supply,peddling'. Location details archived.","network_ring,bulk_supply,peddling"
1257,100040019202500040,202500040,2025-02-22,2025-02-22 22:16:00,19,3,1,103,15.365448,75.126471,"Regular crime incident report. Crime type: Assault. MO tags matching 'street_brawl,public_place,drunken_altercation'. Location details archived.","street_brawl,public_place,drunken_altercation"
1258,100040018202500038,202500038,2025-02-06,2025-02-06 00:47:00,18,3,3,301,15.336102,75.160632,"Regular crime incident report. Crime type: Phishing. MO tags matching 'email_spoofing,fake_bank,phishing_link'. Location details archived.","email_spoofing,fake_bank,phishing_link"
1259,100020007202500017,202500017,2025-07-12,2025-07-12 14:59:00,7,2,2,201,12.302473,76.645895,"Regular crime incident report. Crime type: Burglary. MO tags matching 'night_entry,cctv_sprayed,window_forced'. Location details archived.","night_entry,cctv_sprayed,window_forced"
1260,100020007202500018,202500018,2025-06-20,2025-06-20 06:20:00,7,1,3,301,12.282863,76.675944,"Regular crime incident report. Crime type: Phishing. MO tags matching 'email_spoofing,fake_bank,phishing_link'. Location details archived.","email_spoofing,fake_bank,phishing_link"
1261,100060030202500027,202500027,2025-05-11,2025-05-11 10:47:00,30,1,4,402,17.350681,76.789412,"Regular crime incident report. Crime type: Drug Peddling. MO tags matching 'peddling,synthetic_drugs,bulk_supply'. Location details archived.","peddling,synthetic_drugs,bulk_supply"
1262,100010001202500045,202500045,2025-04-07,2025-04-07 05:37:00,1,1,3,303,13.002124,77.558168,"Regular crime incident report. Crime type: Crypto Scam. MO tags matching 'investment_fraud,fake_exchange,crypto_scam'. Location details archived.","investment_fraud,fake_exchange,crypto_scam"
1263,100070033202500020,202500020,2025-07-13,2025-07-13 02:42:00,33,2,3,302,14.450917,75.907252,"Regular crime incident report. Crime type: Identity Theft. MO tags matching 'identity_theft,sim_swap,otp_fraud'. Location details archived.","identity_theft,sim_swap,otp_fraud"
1264,100100047202500019,202500019,2025-02-18,2025-02-18 04:14:00,47,1,3,301,17.929939,77.463311,"Regular crime incident report. Crime type: Phishing. MO tags matching 'email_spoofing,credential_harvesting,phishing_link'. Location details archived.","email_spoofing,credential_harvesting,phishing_link"
1265,100090042202500024,202500024,2025-06-17,2025-06-17 00:54:00,42,3,2,203,15.184972,76.891342,"Regular crime incident report. Crime type: Robbery. MO tags matching 'weapon_knife,highway_heist,masked_suspects'. Location details archived.","weapon_knife,highway_heist,masked_suspects"
1266,100050024202500022,202500022,2025-03-15,2025-03-15 02:13:00,24,3,3,302,15.85319,74.538876,"Regular crime incident report. Crime type: Identity Theft. MO tags matching 'otp_fraud,document_forgery,sim_swap'. Location details archived.","otp_fraud,document_forgery,sim_swap"
1267,100050022202500017,202500017,2025-09-05,2025-09-05 08:55:00,22,2,1,103,15.82079,74.48648,"Regular crime incident report. Crime type: Assault. MO tags matching 'street_brawl,domestic_dispute,drunken_altercation'. Location details archived.","street_brawl,domestic_dispute,drunken_altercation"
1268,100060029202500026,202500026,2025-01-24,2025-01-24 14:34:00,29,3,1,103,17.339454,76.852788,"Regular crime incident report. Crime type: Assault. MO tags matching 'domestic_dispute,street_brawl,public_place'. Location details archived.","domestic_dispute,street_brawl,public_place"
1269,100050021202500029,202500029,2025-06-03,2025-06-03 04:24:00,21,2,1,101,15.852124,74.545487,"Regular crime incident report. Crime type: Murder. MO tags matching 'rage,private_dispute,weapon_sharp'. Location details archived.","rage,private_dispute,weapon_sharp"
1270,100030013202500019,202500019,2025-11-27,2025-11-27 13:33:00,13,3,1,102,12.96127,74.846243,"Regular crime incident report. Crime type: Kidnapping. MO tags matching 'vehicle_used,acquaintance_involved,minor_victim'. Location details archived.","vehicle_used,acquaintance_involved,minor_victim"
1271,100050021202500030,202500030,2025-02-12,2025-02-12 08:07:00,21,1,2,202,15.906219,74.480454,"Regular crime incident report. Crime type: Theft. MO tags matching 'unattended_bag,pickpocketing,shoplifting'. Location details archived.","unattended_bag,pickpocketing,shoplifting"
1272,100020008202500021,202500021,2025-08-26,2025-08-26 20:33:00,8,3,3,302,12.2437,76.629209,"Regular crime incident report. Crime type: Identity Theft. MO tags matching 'document_forgery,sim_swap,otp_fraud'. Location details archived.","document_forgery,sim_swap,otp_fraud"
1273,100030012202500020,202500020,2025-03-01,2025-03-01 04:53:00,12,3,3,303,12.857479,74.855828,"Regular crime incident report. Crime type: Crypto Scam. MO tags matching 'fake_exchange,crypto_scam,investment_fraud'. Location details archived.","fake_exchange,crypto_scam,investment_fraud"
1274,100010004202500020,202500020,2025-11-23,2025-11-23 20:42:00,4,1,2,202,12.950697,77.569375,"Regular crime incident report. Crime type: Theft. MO tags matching 'pickpocketing,shoplifting,vehicle_theft'. Location details archived.","pickpocketing,shoplifting,vehicle_theft"
1275,100050024202500023,202500023,2025-04-15,2025-04-15 02:09:00,24,1,1,102,15.820185,74.460087,"Regular crime incident report. Crime type: Kidnapping. MO tags matching 'acquaintance_involved,vehicle_used,ransom_demand'. Location details archived.","acquaintance_involved,vehicle_used,ransom_demand"
1276,100010001202500046,202500046,2025-04-27,2025-04-27 23:15:00,1,2,3,302,12.968054,77.570608,"Regular crime incident report. Crime type: Identity Theft. MO tags matching 'document_forgery,otp_fraud,identity_theft'. Location details archived.","document_forgery,otp_fraud,identity_theft"
1277,100040017202500032,202500032,2025-07-24,2025-07-24 19:57:00,17,3,1,102,15.400582,75.125028,"Regular crime incident report. Crime type: Kidnapping. MO tags matching 'vehicle_used,minor_victim,ransom_demand'. Location details archived.","vehicle_used,minor_victim,ransom_demand"
1278,100070032202500021,202500021,2025-04-12,2025-04-12 23:22:00,32,2,4,401,14.464229,75.906962,"Regular crime incident report. Crime type: Narcotics Possession. MO tags matching 'college_area,transit_seizure,personal_use'. Location details archived.","college_area,transit_seizure,personal_use"
1279,100020006202500030,202500030,2025-08-13,2025-08-13 17:18:00,6,1,3,303,12.309312,76.605838,"Regular crime incident report. Crime type: Crypto Scam. MO tags matching 'rug_pull,fake_exchange,investment_fraud'. Location details archived.","rug_pull,fake_exchange,investment_fraud"
1280,100100050202500029,202500029,2025-03-04,2025-03-04 14:26:00,50,1,4,402,17.92657,77.524514,"Regular crime incident report. Crime type: Drug Peddling. MO tags matching 'dealership,network_ring,peddling'. Location details archived.","dealership,network_ring,peddling"
1281,100070033202500021,202500021,2025-11-24,2025-11-24 17:47:00,33,1,3,303,14.422257,75.876589,"Regular crime incident report. Crime type: Crypto Scam. MO tags matching 'crypto_scam,rug_pull,fake_exchange'. Location details archived.","crypto_scam,rug_pull,fake_exchange"
1282,100020009202500025,202500025,2025-11-01,2025-11-01 14:54:00,9,2,3,302,12.25281,76.623504,"Regular crime incident report. Crime type: Identity Theft. MO tags matching 'document_forgery,sim_swap,otp_fraud'. Location details archived.","document_forgery,sim_swap,otp_fraud"
1283,100070033202500022,202500022,2025-06-18,2025-06-18 17:38:00,33,2,3,302,14.446347,75.905312,"Regular crime incident report. Crime type: Identity Theft. MO tags matching 'document_forgery,identity_theft,otp_fraud'. Location details archived.","document_forgery,identity_theft,otp_fraud"
1284,100030011202500016,202500016,2025-05-21,2025-05-21 07:03:00,11,3,2,203,12.961457,74.888087,"Regular crime incident report. Crime type: Robbery. MO tags matching 'highway_heist,snatching,cash_transit'. Location details archived.","highway_heist,snatching,cash_transit"
1285,100090042202500025,202500025,2025-04-21,2025-04-21 07:06:00,42,1,4,402,15.099401,76.931584,"Regular crime incident report. Crime type: Drug Peddling. MO tags matching 'peddling,network_ring,synthetic_drugs'. Location details archived.","peddling,network_ring,synthetic_drugs"
1286,100090042202500026,202500026,2025-02-14,2025-02-14 13:23:00,42,3,4,401,15.108279,76.892017,"Regular crime incident report. Crime type: Narcotics Possession. MO tags matching 'possession,college_area,personal_use'. Location details archived.","possession,college_area,personal_use"
1287,100030012202500021,202500021,2025-01-15,2025-01-15 15:34:00,12,3,2,203,12.935983,74.885398,"Regular crime incident report. Crime type: Robbery. MO tags matching 'cash_transit,snatching,highway_heist'. Location details archived.","cash_transit,snatching,highway_heist"
1288,100030014202500024,202500024,2025-01-20,2025-01-20 11:11:00,14,3,1,101,12.872602,74.8222,"Regular crime incident report. Crime type: Murder. MO tags matching 'weapon_sharp,nighttime,private_dispute'. Location details archived.","weapon_sharp,nighttime,private_dispute"
1289,100070033202500023,202500023,2025-02-14,2025-02-14 11:48:00,33,1,2,201,14.488885,75.911695,"Regular crime incident report. Crime type: Burglary. MO tags matching 'residential,broken_lock,window_forced'. Location details archived.","residential,broken_lock,window_forced"
1290,100010005202500026,202500026,2025-09-13,2025-09-13 22:39:00,5,1,1,103,12.972563,77.630147,"Regular crime incident report. Crime type: Assault. MO tags matching 'domestic_dispute,drunken_altercation,weapon_blunt'. Location details archived.","domestic_dispute,drunken_altercation,weapon_blunt"
1291,100060030202500028,202500028,2025-03-07,2025-03-07 09:22:00,30,1,2,203,17.270133,76.813439,"Regular crime incident report. Crime type: Robbery. MO tags matching 'snatching,highway_heist,cash_transit'. Location details archived.","snatching,highway_heist,cash_transit"
1292,100080038202500029,202500029,2025-06-27,2025-06-27 22:25:00,38,2,3,302,13.980671,75.508904,"Regular crime incident report. Crime type: Identity Theft. MO tags matching 'document_forgery,otp_fraud,identity_theft'. Location details archived.","document_forgery,otp_fraud,identity_theft"
1293,100100046202500032,202500032,2025-12-18,2025-12-18 16:09:00,46,3,3,302,17.879239,77.567071,"Regular crime incident report. Crime type: Identity Theft. MO tags matching 'document_forgery,identity_theft,sim_swap'. Location details archived.","document_forgery,identity_theft,sim_swap"
1294,100060026202500025,202500025,2025-07-27,2025-07-27 02:24:00,26,3,2,202,17.308604,76.797709,"Regular crime incident report. Crime type: Theft. MO tags matching 'shoplifting,unattended_bag,daytime'. Location details archived.","shoplifting,unattended_bag,daytime"
1295,100100049202500027,202500027,2025-02-15,2025-02-15 11:40:00,49,3,3,303,17.941272,77.569878,"Regular crime incident report. Crime type: Crypto Scam. MO tags matching 'investment_fraud,rug_pull,fake_exchange'. Location details archived.","investment_fraud,rug_pull,fake_exchange"
1296,100050022202500018,202500018,2025-03-01,2025-03-01 06:03:00,22,3,1,103,15.902674,74.452383,"Regular crime incident report. Crime type: Assault. MO tags matching 'street_brawl,public_place,drunken_altercation'. Location details archived.","street_brawl,public_place,drunken_altercation"
1297,100050022202500019,202500019,2025-07-27,2025-07-27 06:59:00,22,3,4,401,15.834183,74.495988,"Regular crime incident report. Crime type: Narcotics Possession. MO tags matching 'possession,college_area,personal_use'. Location details archived.","possession,college_area,personal_use"
1298,100060030202500029,202500029,2025-11-25,2025-11-25 17:33:00,30,1,4,401,17.277872,76.797326,"Regular crime incident report. Crime type: Narcotics Possession. MO tags matching 'possession,transit_seizure,college_area'. Location details archived.","possession,transit_seizure,college_area"
1299,100050024202500024,202500024,2025-11-20,2025-11-20 09:43:00,24,2,1,102,15.797793,74.449424,"Regular crime incident report. Crime type: Kidnapping. MO tags matching 'acquaintance_involved,ransom_demand,minor_victim'. Location details archived.","acquaintance_involved,ransom_demand,minor_victim"
1300,100020007202500019,202500019,2025-07-10,2025-07-10 08:52:00,7,2,4,401,12.353629,76.679684,"Regular crime incident report. Crime type: Narcotics Possession. MO tags matching 'transit_seizure,college_area,personal_use'. Location details archived.","transit_seizure,college_area,personal_use"
1301,100080036202500025,202500025,2025-07-12,2025-07-12 08:17:00,36,2,3,301,13.907001,75.547088,"Regular crime incident report. Crime type: Phishing. MO tags matching 'phishing_link,credential_harvesting,fake_bank'. Location details archived.","phishing_link,credential_harvesting,fake_bank"
1302,100050024202500025,202500025,2025-06-22,2025-06-22 11:35:00,24,3,1,102,15.885708,74.446053,"Regular crime incident report. Crime type: Kidnapping. MO tags matching 'ransom_demand,vehicle_used,acquaintance_involved'. Location details archived.","ransom_demand,vehicle_used,acquaintance_involved"
1303,100070031202500024,202500024,2025-06-17,2025-06-17 10:22:00,31,2,1,101,14.412312,75.861969,"Regular crime incident report. Crime type: Murder. MO tags matching 'outdoor,nighttime,rage'. Location details archived.","outdoor,nighttime,rage"
1304,100080037202500030,202500030,2025-07-04,2025-07-04 03:25:00,37,1,4,402,13.964335,75.613616,"Regular crime incident report. Crime type: Drug Peddling. MO tags matching 'bulk_supply,synthetic_drugs,network_ring'. Location details archived.","bulk_supply,synthetic_drugs,network_ring"
1305,100090043202500030,202500030,2025-01-01,2025-01-01 17:07:00,43,1,2,201,15.161654,76.939864,"Regular crime incident report. Crime type: Burglary. MO tags matching 'residential,window_forced,broken_lock'. Location details archived.","residential,window_forced,broken_lock"
1306,100050024202500026,202500026,2025-12-11,2025-12-11 22:24:00,24,2,2,202,15.87667,74.503435,"Regular crime incident report. Crime type: Theft. MO tags matching 'pickpocketing,vehicle_theft,daytime'. Location details archived.","pickpocketing,vehicle_theft,daytime"
1307,100050024202500027,202500027,2025-12-08,2025-12-08 22:08:00,24,3,4,402,15.818056,74.499258,"Regular crime incident report. Crime type: Drug Peddling. MO tags matching 'bulk_supply,synthetic_drugs,network_ring'. Location details archived.","bulk_supply,synthetic_drugs,network_ring"
1308,100080036202500026,202500026,2025-08-03,2025-08-03 10:14:00,36,1,4,402,13.983958,75.599452,"Regular crime incident report. Crime type: Drug Peddling. MO tags matching 'synthetic_drugs,bulk_supply,network_ring'. Location details archived.","synthetic_drugs,bulk_supply,network_ring"
1309,100020006202500031,202500031,2025-03-27,2025-03-27 05:47:00,6,1,1,101,12.348905,76.685998,"Regular crime incident report. Crime type: Murder. MO tags matching 'nighttime,rage,weapon_sharp'. Location details archived.","nighttime,rage,weapon_sharp"
1310,100010004202500021,202500021,2025-03-19,2025-03-19 11:04:00,4,1,4,402,12.961139,77.621542,"Regular crime incident report. Crime type: Drug Peddling. MO tags matching 'dealership,bulk_supply,peddling'. Location details archived.","dealership,bulk_supply,peddling"
1311,100030011202500017,202500017,2025-03-14,2025-03-14 05:06:00,11,3,2,203,12.922082,74.805904,"Regular crime incident report. Crime type: Robbery. MO tags matching 'cash_transit,masked_suspects,weapon_knife'. Location details archived.","cash_transit,masked_suspects,weapon_knife"
1312,100030012202500022,202500022,2025-08-03,2025-08-03 14:27:00,12,1,3,303,12.904798,74.86159,"Regular crime incident report. Crime type: Crypto Scam. MO tags matching 'crypto_scam,fake_exchange,rug_pull'. Location details archived.","crypto_scam,fake_exchange,rug_pull"
1313,100030015202500026,202500026,2025-07-17,2025-07-17 13:36:00,15,3,4,401,12.883762,74.841569,"Regular crime incident report. Crime type: Narcotics Possession. MO tags matching 'college_area,personal_use,transit_seizure'. Location details archived.","college_area,personal_use,transit_seizure"
1314,100080040202500016,202500016,2025-08-09,2025-08-09 16:07:00,40,1,3,302,13.968684,75.619233,"Regular crime incident report. Crime type: Identity Theft. MO tags matching 'otp_fraud,identity_theft,sim_swap'. Location details archived.","otp_fraud,identity_theft,sim_swap"
1315,100050021202500031,202500031,2025-03-23,2025-03-23 07:45:00,21,1,1,102,15.846494,74.530368,"Regular crime incident report. Crime type: Kidnapping. MO tags matching 'vehicle_used,acquaintance_involved,minor_victim'. Location details archived.","vehicle_used,acquaintance_involved,minor_victim"
1316,100050025202500028,202500028,2025-12-28,2025-12-28 15:07:00,25,2,3,303,15.872452,74.458183,"Regular crime incident report. Crime type: Crypto Scam. MO tags matching 'fake_exchange,rug_pull,investment_fraud'. Location details archived.","fake_exchange,rug_pull,investment_fraud"
1317,100040018202500039,202500039,2025-12-15,2025-12-15 09:39:00,18,1,3,302,15.369281,75.106936,"Regular crime incident report. Crime type: Identity Theft. MO tags matching 'sim_swap,otp_fraud,document_forgery'. Location details archived.","sim_swap,otp_fraud,document_forgery"
1318,100080038202500030,202500030,2025-12-06,2025-12-06 19:22:00,38,2,4,402,13.923232,75.625622,"Regular crime incident report. Crime type: Drug Peddling. MO tags matching 'peddling,dealership,bulk_supply'. Location details archived.","peddling,dealership,bulk_supply"
1319,100010005202500027,202500027,2025-02-27,2025-02-27 06:02:00,5,1,1,103,12.990538,77.543149,"Regular crime incident report. Crime type: Assault. MO tags matching 'weapon_blunt,drunken_altercation,street_brawl'. Location details archived.","weapon_blunt,drunken_altercation,street_brawl"
1320,100080036202500027,202500027,2025-03-14,2025-03-14 04:21:00,36,3,3,301,13.956406,75.549883,"Regular crime incident report. Crime type: Phishing. MO tags matching 'email_spoofing,fake_bank,credential_harvesting'. Location details archived.","email_spoofing,fake_bank,credential_harvesting"
1321,100090044202500026,202500026,2025-05-17,2025-05-17 01:54:00,44,3,2,203,15.145003,76.948003,"Regular crime incident report. Crime type: Robbery. MO tags matching 'highway_heist,snatching,cash_transit'. Location details archived.","highway_heist,snatching,cash_transit"
1322,100080039202500025,202500025,2025-12-07,2025-12-07 14:04:00,39,1,3,302,13.886639,75.595658,"Regular crime incident report. Crime type: Identity Theft. MO tags matching 'sim_swap,identity_theft,otp_fraud'. Location details archived.","sim_swap,identity_theft,otp_fraud"
1323,100030014202500025,202500025,2025-12-08,2025-12-08 02:35:00,14,2,1,101,12.930409,74.870061,"Regular crime incident report. Crime type: Murder. MO tags matching 'weapon_sharp,private_dispute,outdoor'. Location details archived.","weapon_sharp,private_dispute,outdoor"
1324,100100047202500020,202500020,2025-03-12,2025-03-12 21:05:00,47,1,2,202,17.897218,77.465353,"Regular crime incident report. Crime type: Theft. MO tags matching 'unattended_bag,shoplifting,pickpocketing'. Location details archived.","unattended_bag,shoplifting,pickpocketing"
1325,100070035202500023,202500023,2025-08-23,2025-08-23 15:57:00,35,1,1,103,14.409688,75.902212,"Regular crime incident report. Crime type: Assault. MO tags matching 'weapon_blunt,domestic_dispute,street_brawl'. Location details archived.","weapon_blunt,domestic_dispute,street_brawl"
1326,100030015202500027,202500027,2025-05-26,2025-05-26 18:07:00,15,3,4,402,12.905779,74.892772,"Regular crime incident report. Crime type: Drug Peddling. MO tags matching 'network_ring,dealership,bulk_supply'. Location details archived.","network_ring,dealership,bulk_supply"
1327,100060027202500028,202500028,2025-05-11,2025-05-11 04:40:00,27,3,3,303,17.389351,76.829154,"Regular crime incident report. Crime type: Crypto Scam. MO tags matching 'investment_fraud,rug_pull,fake_exchange'. Location details archived.","investment_fraud,rug_pull,fake_exchange"
1328,100050021202500032,202500032,2025-08-15,2025-08-15 05:28:00,21,3,2,201,15.834578,74.471028,"Regular crime incident report. Crime type: Burglary. MO tags matching 'night_entry,broken_lock,cctv_sprayed'. Location details archived.","night_entry,broken_lock,cctv_sprayed"
1329,100030011202500018,202500018,2025-04-18,2025-04-18 19:36:00,11,1,3,303,12.97385,74.891796,"Regular crime incident report. Crime type: Crypto Scam. MO tags matching 'crypto_scam,rug_pull,investment_fraud'. Location details archived.","crypto_scam,rug_pull,investment_fraud"
1330,100100049202500028,202500028,2025-05-17,2025-05-17 07:13:00,49,1,1,102,17.939904,77.560622,"Regular crime incident report. Crime type: Kidnapping. MO tags matching 'acquaintance_involved,ransom_demand,vehicle_used'. Location details archived.","acquaintance_involved,ransom_demand,vehicle_used"
1331,100090044202500027,202500027,2025-06-10,2025-06-10 22:01:00,44,2,3,303,15.166148,76.918338,"Regular crime incident report. Crime type: Crypto Scam. MO tags matching 'investment_fraud,crypto_scam,fake_exchange'. Location details archived.","investment_fraud,crypto_scam,fake_exchange"
1332,100080038202500031,202500031,2025-01-25,2025-01-25 19:42:00,38,3,3,301,13.975419,75.576502,"Regular crime incident report. Crime type: Phishing. MO tags matching 'fake_bank,email_spoofing,credential_harvesting'. Location details archived.","fake_bank,email_spoofing,credential_harvesting"
1333,100010002202500024,202500024,2025-11-05,2025-11-05 19:32:00,2,1,3,302,13.00255,77.57007,"Regular crime incident report. Crime type: Identity Theft. MO tags matching 'sim_swap,identity_theft,otp_fraud'. Location details archived.","sim_swap,identity_theft,otp_fraud"
1334,100030011202500019,202500019,2025-02-11,2025-02-11 05:29:00,11,1,2,203,12.88907,74.853998,"Regular crime incident report. Crime type: Robbery. MO tags matching 'masked_suspects,cash_transit,snatching'. Location details archived.","masked_suspects,cash_transit,snatching"
1335,100020006202500032,202500032,2025-05-13,2025-05-13 06:06:00,6,3,2,201,12.270773,76.613205,"Regular crime incident report. Crime type: Burglary. MO tags matching 'night_entry,broken_lock,cctv_sprayed'. Location details archived.","night_entry,broken_lock,cctv_sprayed"
1336,100030015202500028,202500028,2025-06-18,2025-06-18 20:56:00,15,3,3,301,12.925509,74.853497,"Regular crime incident report. Crime type: Phishing. MO tags matching 'fake_bank,phishing_link,email_spoofing'. Location details archived.","fake_bank,phishing_link,email_spoofing"
1337,100070034202500032,202500032,2025-09-08,2025-09-08 08:57:00,34,3,1,101,14.45396,75.978728,"Regular crime incident report. Crime type: Murder. MO tags matching 'private_dispute,rage,weapon_sharp'. Location details archived.","private_dispute,rage,weapon_sharp"
1338,100070031202500025,202500025,2025-04-24,2025-04-24 14:24:00,31,3,1,102,14.489224,75.880626,"Regular crime incident report. Crime type: Kidnapping. MO tags matching 'ransom_demand,minor_victim,acquaintance_involved'. Location details archived.","ransom_demand,minor_victim,acquaintance_involved"
1339,100040016202500022,202500022,2025-06-23,2025-06-23 03:42:00,16,1,4,402,15.379857,75.152696,"Regular crime incident report. Crime type: Drug Peddling. MO tags matching 'bulk_supply,dealership,network_ring'. Location details archived.","bulk_supply,dealership,network_ring"
1340,100100049202500029,202500029,2025-03-14,2025-03-14 16:59:00,49,2,3,303,17.910791,77.568866,"Regular crime incident report. Crime type: Crypto Scam. MO tags matching 'fake_exchange,rug_pull,investment_fraud'. Location details archived.","fake_exchange,rug_pull,investment_fraud"
1341,100090043202500031,202500031,2025-09-14,2025-09-14 21:49:00,43,3,3,301,15.110022,76.963483,"Regular crime incident report. Crime type: Phishing. MO tags matching 'fake_bank,email_spoofing,credential_harvesting'. Location details archived.","fake_bank,email_spoofing,credential_harvesting"
1342,100050022202500020,202500020,2025-01-28,2025-01-28 09:10:00,22,1,3,302,15.814027,74.475412,"Regular crime incident report. Crime type: Identity Theft. MO tags matching 'otp_fraud,identity_theft,document_forgery'. Location details archived.","otp_fraud,identity_theft,document_forgery"
1343,100020008202500022,202500022,2025-02-03,2025-02-03 04:06:00,8,2,1,103,12.308802,76.689673,"Regular crime incident report. Crime type: Assault. MO tags matching 'public_place,street_brawl,weapon_blunt'. Location details archived.","public_place,street_brawl,weapon_blunt"
1344,100010003202500030,202500030,2025-06-23,2025-06-23 05:49:00,3,2,4,402,12.913053,77.646732,"Regular crime incident report. Crime type: Drug Peddling. MO tags matching 'bulk_supply,network_ring,synthetic_drugs'. Location details archived.","bulk_supply,network_ring,synthetic_drugs"
1345,100070035202500024,202500024,2025-02-14,2025-02-14 16:03:00,35,2,4,402,14.445544,75.923172,"Regular crime incident report. Crime type: Drug Peddling. MO tags matching 'synthetic_drugs,bulk_supply,dealership'. Location details archived.","synthetic_drugs,bulk_supply,dealership"
1346,100070034202500033,202500033,2025-07-02,2025-07-02 08:44:00,34,3,1,101,14.503312,75.906108,"Regular crime incident report. Crime type: Murder. MO tags matching 'weapon_sharp,rage,nighttime'. Location details archived.","weapon_sharp,rage,nighttime"
1347,100020006202500033,202500033,2025-09-26,2025-09-26 03:42:00,6,2,4,401,12.313317,76.63064,"Regular crime incident report. Crime type: Narcotics Possession. MO tags matching 'transit_seizure,college_area,personal_use'. Location details archived.","transit_seizure,college_area,personal_use"
1348,100030012202500023,202500023,2025-07-26,2025-07-26 12:59:00,12,3,1,102,12.96301,74.860977,"Regular crime incident report. Crime type: Kidnapping. MO tags matching 'acquaintance_involved,minor_victim,ransom_demand'. Location details archived.","acquaintance_involved,minor_victim,ransom_demand"
1349,100080036202500028,202500028,2025-05-02,2025-05-02 03:53:00,36,2,4,402,13.969254,75.55277,"Regular crime incident report. Crime type: Drug Peddling. MO tags matching 'synthetic_drugs,network_ring,peddling'. Location details archived.","synthetic_drugs,network_ring,peddling"
1350,100060028202500035,202500035,2025-11-11,2025-11-11 03:03:00,28,3,4,402,17.293902,76.858823,"Regular crime incident report. Crime type: Drug Peddling. MO tags matching 'bulk_supply,dealership,synthetic_drugs'. Location details archived.","bulk_supply,dealership,synthetic_drugs"
