id,crime_type,date,time,lat,long,district,station,mo_tags,status
1596,Burglary,2025-08-05,01:45:00,13.005396,77.577818,Bengaluru,Malleshwaram,"cctv_sprayed,broken_lock",Solved
1597,Theft,2025-08-29,05:30:00,12.956669,77.55523,Bengaluru,Malleshwaram,"vehicle_theft,shoplifting",Solved
1598,Theft,2025-09-23,10:59:00,15.086819,76.990175,Ballari,APMC,"daytime,unattended_bag",Unsolved
1599,Theft,2025-09-29,10:26:00,14.52192,75.860952,Davanagere,Gandhinagar,"daytime,vehicle_theft",Solved
1600,Robbery,2025-07-17,21:22:00,15.295464,75.109565,Hubli-Dharwad,Suburban,"masked_suspects,cash_transit",Solved
1601,Narcotics,2025-10-21,19:46:00,12.835794,74.916966,Mangaluru,Kadri,"peddling,transit_seizure",Unsolved
1602,Robbery,2025-03-15,13:16:00,15.378838,75.111157,Hubli-Dharwad,Dharwad Town,"weapon_knife,snatching",Unsolved
1603,Cyber Crime,2025-01-10,03:01:00,17.896734,77.502752,Bidar,Town Station,"phishing_link,fake_profile",Charge Sheeted
1604,Burglary,2025-11-27,08:49:00,15.210758,76.890698,Ballari,APMC,"broken_lock,window_forced",Unsolved
1605,Narcotics,2025-10-15,19:06:00,12.929603,77.624203,Bengaluru,Whitefield,"peddling,college_area",Under Investigation
1606,Robbery,2025-04-23,17:01:00,14.403198,75.858107,Davanagere,Vidyanagar,"masked_suspects,cash_transit",Charge Sheeted
1607,Cyber Crime,2025-03-16,03:00:00,17.886614,77.508555,Bidar,Air Force,"identity_theft,otp_fraud",Solved
1608,Assault,2025-01-08,07:41:00,12.928836,74.831906,Mangaluru,Pandeshwar,"drunken_altercation,domestic_dispute",Charge Sheeted
1609,Assault,2025-02-04,13:50:00,15.38335,75.135703,Hubli-Dharwad,Town Station,"weapon_blunt,street_brawl",Under Investigation
1610,Assault,2025-06-21,08:13:00,13.009118,77.551795,Bengaluru,Indiranagar,"domestic_dispute,public_place",Unsolved
1611,Theft,2025-06-30,04:00:00,17.860878,77.532878,Bidar,Air Force,"unattended_bag,pickpocketing",Charge Sheeted
1612,Robbery,2025-10-26,08:45:00,15.79196,74.44701,Belagavi,Shahapur,"highway_heist,masked_suspects",Solved
1613,Burglary,2025-04-15,16:45:00,15.820284,74.438126,Belagavi,Udyambag,"night_entry,broken_lock",Solved
1614,Narcotics,2025-10-28,16:13:00,12.935812,74.852337,Mangaluru,Pandeshwar,"possession,transit_seizure",Under Investigation
1615,Theft,2025-03-02,05:34:00,12.894212,77.650386,Bengaluru,Malleshwaram,"pickpocketing,daytime",Under Investigation
1616,Cyber Crime,2025-05-27,23:53:00,14.510937,75.857672,Davanagere,Gandhinagar,"otp_fraud,identity_theft",Unsolved
1617,Theft,2025-10-02,06:30:00,12.249794,76.622272,Mysuru,Mandi,"vehicle_theft,shoplifting",Solved
1618,Cyber Crime,2025-02-16,23:25:00,15.077813,76.908571,Ballari,APMC,"fake_profile,identity_theft",Charge Sheeted
1619,Kidnapping,2025-03-18,12:39:00,13.947033,75.52117,Shivamogga,Doddapete,"minor_victim,vehicle_used",Unsolved
1620,Narcotics,2025-06-15,06:02:00,17.846296,77.56858,Bidar,New Town,"transit_seizure,peddling",Solved
1621,Burglary,2025-12-07,03:49:00,17.986644,77.463885,Bidar,Town Station,"broken_lock,cctv_sprayed",Charge Sheeted
1622,Narcotics,2025-09-16,16:29:00,15.810953,74.52866,Belagavi,Camp,"peddling,possession",Under Investigation
1623,Narcotics,2025-10-08,23:31:00,15.333374,75.059066,Hubli-Dharwad,Dharwad Town,"college_area,possession",Charge Sheeted
1624,Cyber Crime,2025-02-28,15:22:00,14.448055,75.914367,Davanagere,Extension,"crypto_scam,fake_profile",Unsolved
1625,Cyber Crime,2025-05-10,00:14:00,12.985374,77.531562,Bengaluru,Koramangala,"crypto_scam,phishing_link",Under Investigation
1626,Narcotics,2025-10-26,10:00:00,15.854461,74.441721,Belagavi,Shahapur,"transit_seizure,college_area",Under Investigation
1627,Robbery,2025-05-17,21:45:00,12.971045,77.649614,Bengaluru,Koramangala,"masked_suspects,weapon_knife",Unsolved
1628,Cyber Crime,2025-11-12,03:23:00,12.983383,77.620592,Bengaluru,Jayanagar,"otp_fraud,identity_theft",Unsolved
1629,Robbery,2025-10-02,20:09:00,13.045066,77.52013,Bengaluru,Indiranagar,"masked_suspects,snatching",Solved
1630,Theft,2025-08-24,19:04:00,12.905505,77.522188,Bengaluru,Malleshwaram,"shoplifting,daytime",Charge Sheeted
1631,Assault,2025-04-26,01:51:00,15.86138,74.470138,Belagavi,Khade Bazar,"street_brawl,drunken_altercation",Charge Sheeted
1632,Assault,2025-03-04,20:39:00,14.431336,75.911151,Davanagere,Badashah,"weapon_blunt,domestic_dispute",Unsolved
1633,Assault,2025-06-22,05:03:00,12.963777,77.669938,Bengaluru,Whitefield,"street_brawl,weapon_blunt",Charge Sheeted
1634,Assault,2025-09-22,15:15:00,13.042236,77.537011,Bengaluru,Indiranagar,"drunken_altercation,weapon_blunt",Charge Sheeted
1635,Narcotics,2025-11-14,14:50:00,12.975089,77.551746,Bengaluru,Jayanagar,"peddling,transit_seizure",Under Investigation
1636,Robbery,2025-03-27,11:43:00,17.86372,77.585232,Bidar,New Town,"cash_transit,highway_heist",Under Investigation
1637,Narcotics,2025-03-29,18:59:00,14.444392,75.998576,Davanagere,Extension,"peddling,college_area",Unsolved
1638,Theft,2025-01-21,05:51:00,12.909066,77.613562,Bengaluru,Malleshwaram,"pickpocketing,unattended_bag",Unsolved
1639,Assault,2025-11-24,10:56:00,15.111372,76.911625,Ballari,APMC,"drunken_altercation,weapon_blunt",Charge Sheeted
1640,Robbery,2025-03-07,23:07:00,12.912507,77.633906,Bengaluru,Indiranagar,"snatching,weapon_knife",Under Investigation
1641,Theft,2025-10-23,14:21:00,17.268823,76.754475,Kalaburagi,Station Bazaar,"vehicle_theft,pickpocketing",Under Investigation
1642,Assault,2025-04-23,22:19:00,13.006643,77.598562,Bengaluru,Malleshwaram,"drunken_altercation,weapon_blunt",Under Investigation
1643,Assault,2025-02-03,20:52:00,15.86043,74.541316,Belagavi,Udyambag,"street_brawl,drunken_altercation",Under Investigation
1644,Assault,2025-05-08,07:54:00,15.075581,76.901543,Ballari,Cowlobazaar,"street_brawl,drunken_altercation",Under Investigation
1645,Narcotics,2025-02-17,11:35:00,15.292659,75.064398,Hubli-Dharwad,Town Station,"college_area,synthetic_drugs",Under Investigation
1646,Narcotics,2025-08-22,10:22:00,13.050387,77.655109,Bengaluru,Jayanagar,"peddling,synthetic_drugs",Solved
1647,Kidnapping,2025-10-03,16:47:00,17.313598,76.879319,Kalaburagi,Station Bazaar,"minor_victim,vehicle_used",Charge Sheeted
1648,Assault,2025-09-11,22:45:00,14.510148,75.974243,Davanagere,Vidyanagar,"drunken_altercation,weapon_blunt",Solved
1649,Robbery,2025-09-27,18:47:00,12.989696,77.569786,Bengaluru,Koramangala,"weapon_knife,masked_suspects",Solved
1650,Theft,2025-08-01,10:46:00,14.529095,75.939799,Davanagere,Extension,"shoplifting,vehicle_theft",Under Investigation
1651,Assault,2025-08-17,05:10:00,12.903135,77.561949,Bengaluru,Koramangala,"domestic_dispute,weapon_blunt",Solved
1652,Assault,2025-07-11,20:18:00,17.262547,76.841965,Kalaburagi,Station Bazaar,"street_brawl,domestic_dispute",Charge Sheeted
1653,Assault,2025-03-15,13:58:00,13.868119,75.521964,Shivamogga,Kote,"drunken_altercation,domestic_dispute",Solved
1654,Assault,2025-06-25,15:10:00,13.025213,77.520954,Bengaluru,Whitefield,"public_place,street_brawl",Charge Sheeted
1655,Burglary,2025-05-17,23:21:00,12.917523,77.577934,Bengaluru,Malleshwaram,"night_entry,window_forced",Solved
1656,Cyber Crime,2025-10-03,08:15:00,15.440429,75.165901,Hubli-Dharwad,Gokul Road,"otp_fraud,fake_profile",Solved
1657,Cyber Crime,2025-07-21,06:15:00,13.027397,77.57443,Bengaluru,Whitefield,"fake_profile,otp_fraud",Charge Sheeted
1658,Cyber Crime,2025-12-04,05:20:00,15.85794,74.437944,Belagavi,Udyambag,"otp_fraud,identity_theft",Charge Sheeted
1659,Narcotics,2025-12-06,05:40:00,12.235363,76.679258,Mysuru,Mandi,"transit_seizure,synthetic_drugs",Unsolved
1660,Theft,2025-06-15,19:44:00,12.362281,76.657045,Mysuru,Mandi,"daytime,vehicle_theft",Unsolved
1661,Cyber Crime,2025-12-24,02:47:00,12.97189,77.570703,Bengaluru,Indiranagar,"identity_theft,otp_fraud",Under Investigation
1662,Assault,2025-03-20,21:13:00,15.3607,75.074713,Hubli-Dharwad,Dharwad Town,"weapon_blunt,street_brawl",Solved
1663,Kidnapping,2025-02-17,17:40:00,12.297524,76.667854,Mysuru,Nazarbad,"vehicle_used,acquaintance_involved",Solved
1664,Narcotics,2025-06-09,02:42:00,12.90503,77.594241,Bengaluru,Malleshwaram,"peddling,transit_seizure",Unsolved
1665,Cyber Crime,2025-07-07,16:47:00,12.226744,76.704343,Mysuru,Lashkar,"phishing_link,fake_profile",Solved
1666,Theft,2025-12-12,23:09:00,12.902232,77.65141,Bengaluru,Jayanagar,"daytime,shoplifting",Under Investigation
1667,Robbery,2025-02-10,09:44:00,12.918785,74.826469,Mangaluru,Pandeshwar,"snatching,weapon_knife",Under Investigation
1668,Robbery,2025-08-15,09:01:00,12.938443,77.617716,Bengaluru,Whitefield,"highway_heist,snatching",Under Investigation
1669,Robbery,2025-10-13,15:30:00,12.263943,76.655465,Mysuru,Lashkar,"cash_transit,weapon_knife",Unsolved
1670,Burglary,2025-04-13,01:28:00,12.895054,74.8958,Mangaluru,Pandeshwar,"residential,cctv_sprayed",Under Investigation
1671,Burglary,2025-10-30,23:00:00,15.166353,76.976601,Ballari,Rural,"night_entry,cctv_sprayed",Under Investigation
1672,Narcotics,2025-01-14,19:52:00,12.901202,77.568571,Bengaluru,Indiranagar,"synthetic_drugs,college_area",Unsolved
1673,Narcotics,2025-11-08,10:31:00,17.890673,77.562746,Bidar,Air Force,"peddling,college_area",Unsolved
1674,Robbery,2025-09-12,23:05:00,12.921538,77.666409,Bengaluru,Jayanagar,"snatching,weapon_knife",Solved
1675,Burglary,2025-01-15,12:20:00,14.43976,75.852895,Davanagere,KTJ Nagar,"window_forced,cctv_sprayed",Solved
1676,Narcotics,2025-01-13,17:04:00,12.91342,77.5847,Bengaluru,Jayanagar,"transit_seizure,synthetic_drugs",Unsolved
1677,Burglary,2025-08-31,12:07:00,12.896268,77.650165,Bengaluru,Indiranagar,"residential,cctv_sprayed",Solved
1678,Narcotics,2025-09-27,00:38:00,12.906831,74.788036,Mangaluru,Kadri,"synthetic_drugs,peddling",Under Investigation
1679,Cyber Crime,2025-12-15,22:34:00,12.347403,76.624551,Mysuru,K R Puram,"phishing_link,crypto_scam",Solved
1680,Cyber Crime,2025-10-11,16:24:00,15.405463,75.162963,Hubli-Dharwad,Gokul Road,"otp_fraud,identity_theft",Unsolved
1681,Cyber Crime,2025-01-25,15:43:00,15.354825,75.073265,Hubli-Dharwad,Suburban,"phishing_link,otp_fraud",Unsolved
1682,Cyber Crime,2025-08-26,16:39:00,12.977258,77.570542,Bengaluru,Whitefield,"identity_theft,otp_fraud",Charge Sheeted
1683,Kidnapping,2025-08-25,10:08:00,15.160063,76.890474,Ballari,Brucepet,"acquaintance_involved,minor_victim",Solved
1684,Cyber Crime,2025-07-07,09:32:00,13.039146,77.568236,Bengaluru,Jayanagar,"fake_profile,identity_theft",Unsolved
1685,Theft,2025-01-31,21:21:00,12.960482,77.637229,Bengaluru,Indiranagar,"daytime,shoplifting",Under Investigation
1686,Cyber Crime,2025-12-22,11:00:00,15.436438,75.097198,Hubli-Dharwad,Gokul Road,"crypto_scam,otp_fraud",Under Investigation
1687,Narcotics,2025-05-27,08:31:00,12.929038,77.674301,Bengaluru,Whitefield,"synthetic_drugs,transit_seizure",Under Investigation
1688,Narcotics,2025-02-09,17:05:00,13.019902,77.515474,Bengaluru,Malleshwaram,"transit_seizure,peddling",Under Investigation
1689,Burglary,2025-08-09,21:57:00,12.894215,77.544054,Bengaluru,Malleshwaram,"broken_lock,window_forced",Charge Sheeted
1690,Burglary,2025-10-17,18:03:00,12.934791,77.648278,Bengaluru,Indiranagar,"night_entry,window_forced",Under Investigation
1691,Theft,2025-05-11,01:42:00,17.971493,77.585951,Bidar,New Town,"pickpocketing,unattended_bag",Solved
1692,Theft,2025-01-12,22:09:00,12.930926,77.589835,Bengaluru,Koramangala,"shoplifting,pickpocketing",Charge Sheeted
1693,Robbery,2025-05-31,13:12:00,15.323434,75.199304,Hubli-Dharwad,Dharwad Town,"weapon_knife,cash_transit",Solved
1694,Narcotics,2025-06-28,09:05:00,17.292316,76.867916,Kalaburagi,Raghavendra Nagar,"college_area,possession",Solved
1695,Kidnapping,2025-02-11,07:12:00,17.302216,76.764461,Kalaburagi,University,"acquaintance_involved,ransom_demand",Charge Sheeted
1696,Theft,2025-08-31,18:08:00,15.329205,75.125856,Hubli-Dharwad,Vidyagiri,"unattended_bag,daytime",Solved
1697,Kidnapping,2025-05-10,00:49:00,15.841542,74.576498,Belagavi,Shahapur,"vehicle_used,minor_victim",Solved
1698,Robbery,2025-08-30,04:33:00,12.93316,74.922016,Mangaluru,Bunder,"highway_heist,snatching",Solved
1699,Cyber Crime,2025-05-29,07:18:00,12.320334,76.649866,Mysuru,K R Puram,"crypto_scam,fake_profile",Under Investigation
1700,Robbery,2025-12-27,16:33:00,15.169348,76.958714,Ballari,APMC,"snatching,cash_transit",Charge Sheeted
1701,Robbery,2025-12-07,19:31:00,12.294016,76.570858,Mysuru,Nazarbad,"highway_heist,snatching",Unsolved
1702,Kidnapping,2025-10-27,21:11:00,13.014918,77.545661,Bengaluru,Whitefield,"ransom_demand,vehicle_used",Charge Sheeted
1703,Theft,2025-08-17,17:24:00,17.965521,77.501231,Bidar,Market,"unattended_bag,daytime",Under Investigation
1704,Narcotics,2025-08-11,21:52:00,14.411289,75.8854,Davanagere,Badashah,"transit_seizure,peddling",Solved
1705,Assault,2025-04-23,12:26:00,12.926548,77.653051,Bengaluru,Jayanagar,"drunken_altercation,weapon_blunt",Under Investigation
1706,Burglary,2025-06-30,03:51:00,15.883372,74.515165,Belagavi,Market,"night_entry,broken_lock",Solved
1707,Burglary,2025-04-08,06:30:00,13.003934,77.620613,Bengaluru,Whitefield,"window_forced,cctv_sprayed",Solved
1708,Kidnapping,2025-11-05,16:31:00,13.94794,75.626327,Shivamogga,Tunga Nagar,"acquaintance_involved,ransom_demand",Charge Sheeted
1709,Burglary,2025-12-16,16:01:00,13.017143,77.644966,Bengaluru,Malleshwaram,"window_forced,cctv_sprayed",Unsolved
1710,Narcotics,2025-08-13,10:08:00,17.917705,77.580402,Bidar,New Town,"synthetic_drugs,transit_seizure",Solved
1711,Robbery,2025-04-29,08:40:00,12.925742,77.607891,Bengaluru,Whitefield,"weapon_knife,cash_transit",Unsolved
1712,Robbery,2025-06-08,18:34:00,12.921103,74.854695,Mangaluru,Bunder,"snatching,masked_suspects",Solved
1713,Robbery,2025-01-06,15:53:00,17.378771,76.861836,Kalaburagi,Raghavendra Nagar,"cash_transit,highway_heist",Charge Sheeted
1714,Narcotics,2025-04-24,07:25:00,12.907941,77.562542,Bengaluru,Koramangala,"college_area,peddling",Under Investigation
1715,Robbery,2025-01-19,18:27:00,12.909984,77.571914,Bengaluru,Whitefield,"masked_suspects,snatching",Unsolved
1716,Kidnapping,2025-06-21,07:56:00,15.306914,75.115902,Hubli-Dharwad,Suburban,"acquaintance_involved,vehicle_used",Solved
1717,Robbery,2025-03-06,14:54:00,12.228355,76.679453,Mysuru,K R Puram,"masked_suspects,highway_heist",Solved
1718,Cyber Crime,2025-07-11,18:12:00,12.973199,77.611948,Bengaluru,Jayanagar,"phishing_link,fake_profile",Unsolved
1719,Cyber Crime,2025-12-07,04:01:00,12.985641,77.534057,Bengaluru,Indiranagar,"phishing_link,fake_profile",Solved
1720,Theft,2025-05-01,09:39:00,15.120194,76.969313,Ballari,Rural,"shoplifting,daytime",Solved
1721,Cyber Crime,2025-08-22,09:03:00,15.289538,75.095709,Hubli-Dharwad,Gokul Road,"fake_profile,identity_theft",Unsolved
1722,Burglary,2025-01-02,07:49:00,12.95649,77.55584,Bengaluru,Jayanagar,"cctv_sprayed,window_forced",Solved
1723,Assault,2025-06-10,01:44:00,17.908765,77.489165,Bidar,Town Station,"domestic_dispute,weapon_blunt",Charge Sheeted
1724,Narcotics,2025-11-06,06:32:00,14.502117,75.865701,Davanagere,Extension,"synthetic_drugs,possession",Under Investigation
1725,Assault,2025-07-16,23:08:00,15.300968,75.202695,Hubli-Dharwad,Dharwad Town,"public_place,domestic_dispute",Under Investigation
1726,Cyber Crime,2025-02-11,05:24:00,17.255017,76.901693,Kalaburagi,Chowk,"identity_theft,otp_fraud",Unsolved
1727,Narcotics,2025-08-31,10:02:00,12.967923,74.915829,Mangaluru,Bunder,"transit_seizure,college_area",Unsolved
1728,Assault,2025-09-18,08:01:00,14.540488,75.906799,Davanagere,Vidyanagar,"weapon_blunt,public_place",Under Investigation
1729,Kidnapping,2025-10-11,12:29:00,17.969099,77.469737,Bidar,Market,"vehicle_used,acquaintance_involved",Charge Sheeted
1730,Burglary,2025-05-28,20:53:00,17.311397,76.758427,Kalaburagi,Station Bazaar,"residential,night_entry",Solved
1731,Assault,2025-08-02,03:51:00,12.897341,77.667979,Bengaluru,Koramangala,"drunken_altercation,public_place",Solved
1732,Burglary,2025-03-19,21:36:00,12.990051,74.839555,Mangaluru,Kankanady,"broken_lock,night_entry",Unsolved
1733,Theft,2025-10-10,05:22:00,15.328159,75.175355,Hubli-Dharwad,Town Station,"vehicle_theft,pickpocketing",Unsolved
1734,Burglary,2025-10-14,06:11:00,15.928922,74.561436,Belagavi,Shahapur,"residential,night_entry",Unsolved
1735,Assault,2025-07-06,07:40:00,15.287152,75.110399,Hubli-Dharwad,Gokul Road,"public_place,drunken_altercation",Charge Sheeted
1736,Burglary,2025-03-23,21:53:00,12.919261,77.63465,Bengaluru,Malleshwaram,"window_forced,residential",Unsolved
1737,Cyber Crime,2025-10-14,05:45:00,12.928614,77.535259,Bengaluru,Indiranagar,"identity_theft,phishing_link",Charge Sheeted
1738,Narcotics,2025-10-24,23:54:00,12.232843,76.668518,Mysuru,K R Puram,"synthetic_drugs,college_area",Charge Sheeted
1739,Kidnapping,2025-02-20,17:53:00,15.82392,74.528086,Belagavi,Udyambag,"ransom_demand,minor_victim",Charge Sheeted
1740,Narcotics,2025-09-01,09:40:00,12.943698,74.923196,Mangaluru,Pandeshwar,"synthetic_drugs,transit_seizure",Solved
1741,Cyber Crime,2025-10-03,19:03:00,17.911774,77.476649,Bidar,Air Force,"phishing_link,crypto_scam",Charge Sheeted
1742,Theft,2025-05-04,00:36:00,15.437632,75.078018,Hubli-Dharwad,Town Station,"daytime,shoplifting",Under Investigation
1743,Robbery,2025-08-28,06:34:00,13.000948,77.523136,Bengaluru,Jayanagar,"highway_heist,snatching",Unsolved
1744,Kidnapping,2025-02-28,16:40:00,12.918388,77.54603,Bengaluru,Koramangala,"minor_victim,acquaintance_involved",Charge Sheeted
1745,Robbery,2025-07-23,19:46:00,12.941652,77.579188,Bengaluru,Jayanagar,"snatching,cash_transit",Solved
1746,Kidnapping,2025-08-29,01:00:00,14.396622,75.917311,Davanagere,Extension,"vehicle_used,minor_victim",Solved
1747,Kidnapping,2025-08-18,20:21:00,15.878974,74.41785,Belagavi,Khade Bazar,"ransom_demand,acquaintance_involved",Under Investigation
1748,Cyber Crime,2025-08-29,04:39:00,12.956739,77.560381,Bengaluru,Indiranagar,"otp_fraud,crypto_scam",Under Investigation
1749,Narcotics,2025-09-15,11:44:00,15.404503,75.111041,Hubli-Dharwad,Town Station,"possession,college_area",Unsolved
1750,Kidnapping,2025-10-13,06:45:00,12.92623,77.604904,Bengaluru,Whitefield,"minor_victim,acquaintance_involved",Unsolved
1751,Robbery,2025-09-08,15:16:00,15.299386,75.147565,Hubli-Dharwad,Dharwad Town,"masked_suspects,weapon_knife",Charge Sheeted
1752,Theft,2025-09-24,07:26:00,15.216478,76.876286,Ballari,APMC,"unattended_bag,pickpocketing",Under Investigation
1753,Theft,2025-07-27,02:30:00,12.938456,77.601209,Bengaluru,Koramangala,"unattended_bag,shoplifting",Unsolved
1754,Theft,2025-05-03,22:28:00,15.163254,76.980224,Ballari,APMC,"unattended_bag,vehicle_theft",Unsolved
1755,Burglary,2025-07-16,03:33:00,12.994292,77.556223,Bengaluru,Whitefield,"night_entry,cctv_sprayed",Charge Sheeted
1756,Narcotics,2025-10-29,23:16:00,14.42591,75.958003,Davanagere,Extension,"possession,peddling",Unsolved
1757,Theft,2025-12-03,13:20:00,17.881824,77.57291,Bidar,New Town,"shoplifting,pickpocketing",Under Investigation
1758,Assault,2025-08-13,06:44:00,12.946406,77.63335,Bengaluru,Malleshwaram,"drunken_altercation,domestic_dispute",Solved
1759,Narcotics,2025-08-29,02:11:00,13.021401,77.548315,Bengaluru,Koramangala,"peddling,synthetic_drugs",Unsolved
1760,Theft,2025-04-11,02:29:00,14.399923,75.984318,Davanagere,Badashah,"vehicle_theft,daytime",Unsolved
1761,Robbery,2025-06-19,01:47:00,12.899472,77.665844,Bengaluru,Whitefield,"snatching,cash_transit",Charge Sheeted
1762,Kidnapping,2025-07-18,16:42:00,15.873557,74.56637,Belagavi,Camp,"ransom_demand,acquaintance_involved",Under Investigation
1763,Theft,2025-11-14,14:10:00,15.795055,74.568487,Belagavi,Khade Bazar,"unattended_bag,pickpocketing",Under Investigation
1764,Theft,2025-08-23,13:52:00,14.494422,75.997184,Davanagere,Badashah,"shoplifting,unattended_bag",Charge Sheeted
1765,Narcotics,2025-09-18,16:01:00,17.352104,76.889142,Kalaburagi,M B Nagar,"transit_seizure,college_area",Unsolved
1766,Kidnapping,2025-11-03,20:30:00,12.9834,77.655738,Bengaluru,Koramangala,"acquaintance_involved,vehicle_used",Unsolved
1767,Kidnapping,2025-06-06,23:20:00,17.96031,77.457806,Bidar,Air Force,"acquaintance_involved,minor_victim",Solved
1768,Theft,2025-06-24,22:05:00,15.427852,75.125499,Hubli-Dharwad,Vidyagiri,"unattended_bag,vehicle_theft",Solved
1769,Cyber Crime,2025-07-15,11:08:00,14.434568,75.867374,Davanagere,Badashah,"crypto_scam,fake_profile",Solved
1770,Narcotics,2025-09-09,08:12:00,15.29497,75.062703,Hubli-Dharwad,Gokul Road,"synthetic_drugs,college_area",Solved
1771,Narcotics,2025-04-17,11:29:00,13.914858,75.499068,Shivamogga,Tunga Nagar,"transit_seizure,college_area",Unsolved
1772,Robbery,2025-04-19,20:49:00,15.797498,74.479167,Belagavi,Market,"cash_transit,snatching",Charge Sheeted
1773,Kidnapping,2025-08-01,21:16:00,12.951406,77.533974,Bengaluru,Indiranagar,"ransom_demand,vehicle_used",Unsolved
1774,Cyber Crime,2025-12-07,00:09:00,15.391309,75.134408,Hubli-Dharwad,Vidyagiri,"phishing_link,crypto_scam",Under Investigation
1775,Theft,2025-09-13,17:15:00,15.088356,76.982023,Ballari,APMC,"pickpocketing,daytime",Solved
1776,Theft,2025-01-22,16:04:00,13.886486,75.516799,Shivamogga,Tunga Nagar,"shoplifting,daytime",Solved
1777,Robbery,2025-10-22,00:31:00,15.319242,75.178456,Hubli-Dharwad,Dharwad Town,"highway_heist,weapon_knife",Under Investigation
1778,Robbery,2025-07-22,08:06:00,15.178592,76.875975,Ballari,Gandhinagar,"cash_transit,highway_heist",Solved
1779,Kidnapping,2025-09-27,08:25:00,13.861627,75.598567,Shivamogga,Kote,"ransom_demand,minor_victim",Unsolved
1780,Theft,2025-06-27,19:49:00,17.918521,77.49189,Bidar,New Town,"shoplifting,vehicle_theft",Solved
1781,Robbery,2025-04-01,08:50:00,12.906372,77.57059,Bengaluru,Whitefield,"weapon_knife,snatching",Unsolved
1782,Narcotics,2025-11-13,10:17:00,13.012456,77.58285,Bengaluru,Koramangala,"synthetic_drugs,peddling",Charge Sheeted
1783,Theft,2025-07-30,08:50:00,14.452532,75.909251,Davanagere,Vidyanagar,"daytime,vehicle_theft",Under Investigation
1784,Theft,2025-02-11,07:36:00,14.451043,75.9504,Davanagere,Gandhinagar,"shoplifting,vehicle_theft",Under Investigation
1785,Cyber Crime,2025-08-16,09:52:00,13.937734,75.613362,Shivamogga,Kote,"crypto_scam,identity_theft",Solved
1786,Cyber Crime,2025-08-19,14:24:00,17.888622,77.522283,Bidar,New Town,"crypto_scam,otp_fraud",Charge Sheeted
1787,Assault,2025-07-31,20:40:00,13.018615,77.648033,Bengaluru,Indiranagar,"domestic_dispute,drunken_altercation",Solved
1788,Theft,2025-12-07,02:36:00,15.405419,75.070342,Hubli-Dharwad,Dharwad Town,"vehicle_theft,shoplifting",Unsolved
1789,Cyber Crime,2025-04-22,01:34:00,15.164484,76.849199,Ballari,Cowlobazaar,"crypto_scam,fake_profile",Under Investigation
1790,Narcotics,2025-02-25,00:31:00,13.046965,77.54018,Bengaluru,Jayanagar,"peddling,college_area",Solved
1791,Assault,2025-08-06,00:37:00,13.048932,77.576318,Bengaluru,Indiranagar,"domestic_dispute,public_place",Under Investigation
1792,Cyber Crime,2025-01-14,22:52:00,12.975906,74.865518,Mangaluru,Pandeshwar,"phishing_link,identity_theft",Solved
1793,Narcotics,2025-08-01,04:28:00,15.422413,75.195686,Hubli-Dharwad,Vidyagiri,"transit_seizure,possession",Charge Sheeted
1794,Narcotics,2025-10-29,02:57:00,13.041312,77.623285,Bengaluru,Jayanagar,"peddling,possession",Charge Sheeted
1795,Burglary,2025-08-28,16:48:00,17.902341,77.566727,Bidar,Town Station,"window_forced,cctv_sprayed",Under Investigation
1796,Kidnapping,2025-04-22,22:17:00,15.331085,75.103155,Hubli-Dharwad,Gokul Road,"vehicle_used,acquaintance_involved",Solved
1797,Cyber Crime,2025-11-04,10:05:00,12.976627,77.560726,Bengaluru,Malleshwaram,"identity_theft,crypto_scam",Under Investigation
1798,Theft,2025-01-31,19:43:00,12.893088,74.825756,Mangaluru,Kankanady,"shoplifting,vehicle_theft",Unsolved
1799,Cyber Crime,2025-08-01,03:20:00,13.025041,77.663418,Bengaluru,Malleshwaram,"phishing_link,fake_profile",Under Investigation
1800,Burglary,2025-05-02,23:20:00,17.952858,77.495813,Bidar,Town Station,"night_entry,broken_lock",Unsolved
1801,Burglary,2025-03-21,06:40:00,17.989136,77.544032,Bidar,Market,"night_entry,window_forced",Unsolved
1802,Narcotics,2025-05-27,13:10:00,12.898929,74.78517,Mangaluru,Urwa,"transit_seizure,peddling",Charge Sheeted
1803,Theft,2025-08-01,14:31:00,15.119208,76.895226,Ballari,Cowlobazaar,"daytime,vehicle_theft",Charge Sheeted
1804,Robbery,2025-05-17,11:59:00,15.096809,76.930699,Ballari,Gandhinagar,"masked_suspects,highway_heist",Charge Sheeted
1805,Cyber Crime,2025-09-13,03:08:00,15.441387,75.198084,Hubli-Dharwad,Vidyagiri,"otp_fraud,identity_theft",Under Investigation
1806,Theft,2025-06-16,22:02:00,12.990332,77.557396,Bengaluru,Whitefield,"vehicle_theft,pickpocketing",Unsolved
1807,Narcotics,2025-11-04,15:01:00,12.241294,76.639609,Mysuru,K R Puram,"college_area,peddling",Unsolved
1808,Cyber Crime,2025-04-12,02:26:00,12.981175,74.819111,Mangaluru,Kadri,"otp_fraud,fake_profile",Solved
1809,Theft,2025-05-22,16:48:00,13.011531,77.615488,Bengaluru,Whitefield,"unattended_bag,shoplifting",Charge Sheeted
1810,Theft,2025-01-17,06:29:00,14.498791,75.861841,Davanagere,Vidyanagar,"daytime,pickpocketing",Charge Sheeted
